id_fibra,classe,file,durata_s,rms_dbfs,picco_dbfs,crest_db,clipping_pct,baricentro_hz,banda_spettrale_hz,flatness_spettrale,rolloff_85_hz,rolloff_95_hz,picco_spettrale_hz,energia_bassa_pct,energia_media_pct,energia_alta_pct,kurtosis,skewness,zero_crossing_rate_hz
fibra4,RUMORE_AMBIENTALE,campione_1785921619016.wav,1.5,-48.12194422924524,-31.233804547934426,16.88813968131081,0.0,5993.823334805062,3933.4045548203353,0.26105149145859935,11034.666666666666,11828.0,12000.0,9.702945676689879,15.91596203576511,74.38109228754499,3.2544455332120474,0.16088134957494385,4666.0
fibra4,RUMORE_AMBIENTALE,campione_1785921620559.wav,1.5,-47.61347803485204,-29.762006276451128,17.85147175840091,0.0,5993.803480633027,3989.5164657522414,0.24705219095013503,11284.0,11930.666666666666,2.0,11.943756769552232,16.49960150433628,71.55664172611148,4.071569646334545,-0.10257511175184554,4599.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921622071.wav,1.5,-48.142168141740775,-32.258062756695224,15.884105385045551,0.0,5993.6529254349,3895.8538613931796,0.26588533157494276,10901.333333333332,11794.0,1.3333333333333333,8.375216399388002,16.562247320721003,75.062536279891,3.0234997106981396,0.07233230855194557,4800.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921623615.wav,1.5,-47.50679483021115,-29.481144737285106,18.025650092926043,0.0,5993.791051252982,3888.321187318489,0.2666524690768531,10870.666666666666,11725.333333333332,2.0,7.771593865223488,16.5855172717555,75.64288886302101,3.7172241323987496,-0.0721385014112517,4776.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921625109.wav,1.5,-46.724954385927624,-29.26281645392588,17.462137932001745,0.0,5993.946673797622,3969.4865039127485,0.25474860559841467,11046.0,11778.666666666666,26.666666666666664,8.96294215271927,17.829895847773788,73.20716199950692,4.53109673339496,-0.051984692485921996,4525.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921626640.wav,1.5,-48.078126881713985,-31.399626673860432,16.678500207853553,0.0,5993.099308754889,3903.5895451000742,0.264390612303219,10956.666666666666,11809.333333333332,0.6666666666666666,8.852356090836766,15.79011666696356,75.35752724219967,3.1334313813906034,0.04500195685420072,4798.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921628180.wav,1.5,-48.00009351747465,-32.71561421106618,15.284479306408471,0.0,5993.586421591861,3896.5896553114776,0.2687534554671142,10884.666666666666,11733.333333333332,24.666666666666664,8.213982559071395,16.132870667736693,75.6531467731919,2.9921912169847467,0.07560528505793858,4758.0
fibra4,RUMORE_AMBIENTALE,campione_1785921629678.wav,1.5,-48.26699387793929,-33.34521595565117,14.921777922288122,0.0,5993.047702258522,3872.0621343067223,0.27198981052753346,10896.0,11786.0,0.6666666666666666,8.327822563749928,15.876664157778173,75.7955132784719,2.9253244811499,0.003841629846273331,4730.0
fibra4,RUMORE_AMBIENTALE,campione_1785921631057.wav,1.5,-48.292316317055096,-32.00100164911758,16.291314667937513,0.0,5993.509080196909,3882.4667920556185,0.27194995987690385,10858.0,11721.333333333332,12.666666666666666,7.734168185741769,16.355415346664813,75.91041646759345,3.04053638872797,0.016545740812132,4794.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921632572.wav,1.5,-48.42912142065302,-32.98325153027342,15.445869890379598,0.0,5993.537593288524,3863.5086789615093,0.270897001813758,10828.666666666666,11745.333333333332,13.333333333333332,8.162933497798313,15.181640479569204,76.65542602263248,2.991257783887031,0.05958534077340237,4827.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921634089.wav,1.5,-48.34797714847974,-33.65882002651195,14.689157121967796,0.0,5993.556533160639,3867.5838559426616,0.27092541199490183,10822.0,11782.666666666666,4.666666666666666,8.009418092687008,15.881296492659486,76.10928541465351,2.8361116672241957,0.002056533611468413,4802.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921635625.wav,1.5,-48.28240735558257,-32.193080738272734,16.089326617309837,0.0,5993.653222224666,3891.908002541506,0.26554275369461666,10906.0,11827.333333333332,11999.333333333332,8.722658164356476,15.682848561854245,75.59449327378927,3.139095795824135,-0.010613373987897756,4722.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921637139.wav,1.5,-48.24794440891534,-31.42922087392003,16.818723534995307,0.0,5993.577686298702,3879.009879145052,0.2690996018114082,10870.0,11774.666666666666,27.333333333333332,8.099822164725008,15.884906310674541,76.01527152460044,2.9976133420759634,0.008742524581281315,4744.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921638653.wav,1.5,-45.4034648362566,-13.859098950787255,31.544365885469347,0.0,5996.84571354732,4132.80316973058,0.18253130977440588,11374.0,11488.0,582.0,4.320865420149338,27.64323311531543,68.03590146453523,257.19164836456287,-0.8249007999832196,4750.666666666667
fibra4,RUMORE_AMBIENTALE,campione_1785921640181.wav,1.5,-48.288140264814714,-32.601773927966164,15.68636633684855,0.0,5993.604206855988,3892.6100778752093,0.2606402920439534,10944.666666666666,11832.0,2.6666666666666665,9.177010878430139,15.51343374869568,75.3095553728742,2.94873888365579,-0.03500749050919506,4745.333333333333
fibra4,RUMORE_AMBIENTALE,campione_1785921641701.wav,1.5,-48.26873625518984,-33.5572295207934,14.711506734396444,0.0,5992.916290188872,3888.6899902220166,0.266759714188746,10896.0,11784.666666666666,5.333333333333333,8.410876150867098,15.67363612253953,75.91548772659337,3.023830435865664,0.03966742119568869,4744.0
